tweet_id,score,value
1059838389749452800,0.5000,neutral
1059950534399062018,0.6165,positive
1059934314778030081,0.5000,neutral
1058844464389742592,0.6746,positive
1059880457448366080,0.5405,neutral
1058717458658402304,0.5544,positive
1059788661355659267,0.4188,negative
1059765580889231360,0.3084,negative
1059759800043663360,0.5197,neutral
1059887618106843137,0.5000,neutral
1057892270912008192,0.4165,negative
1059786233285623809,0.8330,positive
1058407157031469056,0.3948,negative
1059864844197744640,0.8021,positive
1059811239268900864,0.6960,positive
1059189233687113728,0.5336,neutral
1059873942956060675,0.5558,positive
1059923951634337801,0.5710,positive
1059821726664716289,0.2297,negative
1059955901614997504,0.6202,positive
1057572541185904640,0.8303,positive
1059929231608680448,0.4505,neutral
1059871787926851587,0.7753,positive
1059784404174823426,0.0833,negative
1059879791183257601,0.8176,positive
1059814133284122628,0.7292,positive
1059785525144502272,0.0886,negative
1058049641487437825,0.4895,neutral
1058761606530768897,0.4640,neutral
1059924902214492161,0.6284,positive
1057891604948836352,0.7162,positive
1059930949855649793,0.4353,negative
1057663948848357376,0.5717,positive
1059824328919973893,0.6200,positive
1059819125181243392,0.5127,neutral
1058126538137354247,0.5627,positive
1059935961927372800,0.5389,neutral
1059090473673998336,0.7227,positive
1059812040255201281,0.6119,positive
1059857390475112448,0.5000,neutral
1059895316655284227,0.6678,positive
1057428334613737472,0.7082,positive
1059853808375943169,0.5783,positive
1059791701965967360,0.7763,positive
1059486615012302849,0.3902,negative
1056950239519748096,0.5314,neutral
1059784065363181568,0.3293,negative
1057572565617655808,0.6089,positive
1059654318327033856,0.6445,positive
1059814869921349632,0.4600,neutral
1059814598487015424,0.3531,negative
1059815975053414400,0.4282,negative
1059805249811165184,0.5402,neutral
1059801132493615108,0.3322,negative
1059910273329479680,0.4815,neutral
1059803355709607938,0.1834,negative
1059782743066886145,0.5359,neutral
1059627714628464641,0.7052,positive
1059779183533010944,0.2746,negative
1059806130870861826,0.4139,negative
1059866313936510976,0.2727,negative
1059859167538806785,0.4807,neutral
1059767681434427392,0.6636,positive
1059932059890864128,0.3856,negative
1059783364201340928,0.4223,negative
1059858960847659012,0.8451,positive
1059763025106755585,0.6060,positive
1059942792364019717,0.5460,neutral
1059789424257589249,0.4493,negative
1059916437333131265,0.5296,neutral
1059813903826382848,0.8571,positive
1059825722867486727,0.3653,negative
1059923621362196480,0.2533,negative
1059874980517896193,0.2177,negative
1058433220692361216,0.4257,negative
1059897264892755968,0.5297,neutral
1059944265638236160,0.7611,positive
1059851913439703040,0.2870,negative
1059915398001369088,0.2650,negative
1059776341665607681,0.8293,positive
1057572601525092352,0.9000,positive
1059936859323879424,0.7614,positive
1059947331636903936,0.2881,negative
1059920667267788800,0.2872,negative
1059610872522383360,0.7777,positive
1059914354307538945,0.5112,neutral
1058262457502715905,0.5225,neutral
1059916042728890368,0.3393,negative
1059929516649443329,0.6940,positive
1059922629765840898,0.4281,negative
1059788772450230272,0.5161,neutral
1058065938409549824,0.1689,negative
1059908626012401664,0.7222,positive
1058794300060905472,0.7294,positive
1059856687723671554,0.5000,neutral
1059780015146045442,0.4728,neutral
1057251441922981888,0.4492,negative
1059787981945536512,0.2974,negative
1059838875466678273,0.5736,positive
1058352308231307264,0.2959,negative
1059849311809355776,0.7439,positive
1059682211945955329,0.5572,positive
1059473572320690177,0.6961,positive
1056868995691937792,0.6207,positive
1059598379481735168,0.6418,positive
1059801524317184002,0.4743,neutral
1059776773871800320,0.2103,negative
1059814731404509184,0.4191,negative
1059866129533943809,0.3002,negative
1059807601599352833,0.4669,neutral
1059803207109668865,0.4703,neutral
1059767493894590464,0.3874,negative
1057572617366974464,0.8846,positive
1059599534781857792,0.6585,positive
1059833755941126145,0.7001,positive
1059877737614270464,0.7481,positive
1059787844514930688,0.5905,positive
1059891747046731776,0.4093,negative
1058650437459628032,0.5490,neutral
1059806003896729600,0.4901,neutral
1059868418449596416,0.5981,positive
1058059399149826054,0.5651,positive
1059898662610972673,0.5325,neutral
1058863166359265281,0.4358,negative
1059857421085167616,0.5220,neutral
1058546275891769344,0.6711,positive
1059890434921517056,0.2801,negative
1059776365552173056,0.6308,positive
1059831079107022848,0.6518,positive
1059928117345767424,0.2662,negative
1059776947004301313,0.1984,negative
1059814911218454529,0.0000,negative
1059612046667464705,0.1812,negative
1059806929143373824,0.7457,positive
1057842139395227648,0.2436,negative
1057428717520277504,0.8125,positive
1059874271055482880,0.5411,neutral
1059872373514616833,0.3255,negative
1058252823270313984,0.7685,positive
1059800625066754048,0.4455,negative
1059647545104891904,0.6053,positive
1057767085449928708,0.1875,negative
1057483119161425920,0.5729,positive
1057815174122479617,0.3077,negative
1059778098810499072,0.3941,negative
1059866653276672002,0.2368,negative
1059766860126789632,0.5053,neutral
1059853475444604931,0.5060,neutral
1059666867596509184,0.6917,positive
1059292745406267392,0.3601,negative
1059931845553467393,0.5130,neutral
1059866438511611905,0.2084,negative
1059887877839032320,0.7703,positive
1059949752350113793,0.5024,neutral
1059796642885525504,0.8137,positive
1059868388925849600,0.5000,neutral
1058404370746929152,0.5000,neutral
1058082538969841664,0.5225,neutral
1059802986178904064,0.4894,neutral
1059873915961573381,0.5659,positive
1058509415438004224,0.7504,positive
1059884369467326470,0.1875,negative
1058086886214955009,0.4206,negative
1059883535425826818,0.5502,positive
1059902224187437056,0.3006,negative
1059925877537099778,0.5129,neutral
1059934949451726848,0.5765,positive
1059799737321295873,0.3858,negative
1059795343100051457,0.5075,neutral
1059915459196272640,0.4814,neutral
1059771417284263938,0.7070,positive
1059901431484964865,0.1844,negative
1059924003094233089,0.7729,positive
1059797823150088194,0.5727,positive
1058253113449046017,0.5259,neutral
1057497469465124864,0.5265,neutral
1059803895587840000,0.6141,positive
1059941601454292993,0.4341,negative
1059944648108638212,0.1483,negative
1059881712791048195,0.2514,negative
1059848451989663747,0.6141,positive
1059612327190949889,0.6126,positive
1059787719151366145,0.0966,negative
1059796542490640385,0.4005,negative
1059785822155759616,0.4210,negative
1059937825179742208,0.9762,positive
1059948543635419137,0.5778,positive
1059885036810452997,0.4882,neutral
1059781426323824642,0.5261,neutral
1059858383984099328,0.2222,negative
1059799580018176000,0.6456,positive
1059862521308504066,0.7439,positive
1058797385109909505,0.7632,positive
1059932612754632704,0.6583,positive
1059820197719076864,0.6141,positive
1058875724428390400,0.7661,positive
1058322832302714880,0.6156,positive
1058905956225032192,0.3451,negative
1059832861220581376,0.5404,neutral
1059813085073027072,0.0833,negative
1058796090756075530,0.6076,positive
1057450879761203200,0.8412,positive
1059868603405733894,0.3575,negative
1059908752164507648,0.0000,negative
1059787832158552065,0.5280,neutral
1059484089189875713,0.7321,positive
1059859577938808832,0.3057,negative
1059909053630087168,0.8125,positive
1059787846385627137,0.4304,negative
1059835933447675910,0.7857,positive
1059928853664161792,0.3993,negative
1058720198734307328,0.6168,positive
1059634183943938048,0.1581,negative
1058537465429024768,0.3283,negative
1059802425144426496,0.5630,positive
1057376880985341953,0.3977,negative
1058779626485571585,0.2785,negative
1057639676931178496,0.3124,negative
1059928066322034689,0.5208,neutral
1059937961809199105,0.5824,positive
1059776895460483073,0.4226,negative
1059919282174353409,0.5664,positive
1059927527563689984,0.0283,negative
1059799191118143489,0.6141,positive
1058851677002960901,0.1667,negative
1059808829108641792,0.2635,negative
1059812112862720006,0.3250,negative
1059864080872325121,0.4073,negative
1059851148402798597,0.7381,positive
1059869875483623430,0.9047,positive
1059801171064438785,0.1967,negative
1059952080994078720,0.4101,negative
1059946059558985728,0.3675,negative
1059953768068988933,0.4445,negative
1059897684201562118,0.4620,neutral
1059808622937628672,0.5007,neutral
1059948819587182594,0.6087,positive
1059789411859226625,0.4018,negative
1057981455245213700,0.9545,positive
1058051795535216642,0.5929,positive
1059957627088785409,0.5930,positive
1056624092328148992,0.1296,negative
1059113200816455680,0.5875,positive
1059795747913252864,0.7388,positive
1057231855035015168,0.3554,negative
1059578343757152256,0.5066,neutral
1057966570742431748,0.5587,positive
1059941458365632514,0.4501,neutral
1059931825714458624,0.0568,negative
1058396378739757061,0.3757,negative
1059794682245455872,0.3077,negative
1059822714800824320,0.7986,positive
1059876039227252737,0.7249,positive
1059807324020314112,0.5642,positive
1057621275672276992,0.3895,negative
1059643518078107648,0.4518,neutral
1059783710382477312,0.2584,negative
1059775460949852161,0.2399,negative
1059481069601329152,0.2069,negative
1059936542314110978,0.8199,positive
1059642965646286848,0.0000,negative
1059606953708654592,0.4408,negative
1059931599956008961,0.8982,positive
1059853549780324352,0.5520,positive
1057941476964028416,0.3088,negative
1059885186035392512,0.5811,positive
1059956645952978944,0.3242,negative
1059675728508317696,0.6923,positive
1059593808894197760,0.3188,negative
1059925064995520512,0.2400,negative
1058087949764620288,0.8448,positive
1059873675967717382,0.4551,neutral
1059775520542482432,0.6128,positive
1059777462920511488,0.1552,negative
1059891808774295552,0.4904,neutral
1059865723684700160,0.6492,positive
1059803065631424512,0.3009,negative
1059610106164400129,0.7128,positive
1059796462756868097,0.3349,negative
1059805008798117888,0.3000,negative
1059784393009610752,0.6882,positive
1059805288512057346,0.1875,negative
1059792637341958144,0.7176,positive
1059606266522284032,0.1296,negative
1057076045936029696,0.6039,positive
1058561460794736640,0.5218,neutral
1057650843921670145,0.6057,positive
1056734918271733762,0.5852,positive
1058463905599709189,0.5265,neutral
1057635409923055616,0.5349,neutral
1059874345961603073,0.6090,positive
1059801231701524481,0.6141,positive
1059096459797241856,0.4128,negative
1059938679295303680,0.6869,positive
1057585576176697345,0.6062,positive
1059784765321154560,0.1378,negative
1056789270789308417,0.6152,positive
1058513749542387712,0.4296,negative
1059835892100227072,0.0514,negative
1059806479807594496,0.6852,positive
1059812006272884736,0.4996,neutral
1059865605304651776,0.4500,neutral
1059066794646876162,0.6408,positive
1059871915052015616,0.3960,negative
1059093226546708480,0.6355,positive
1059855440346013698,0.5916,positive
1059773258206232577,0.8713,positive
1056755427499802624,0.8866,positive
1059940934123773952,0.3751,negative
1059637216119545856,0.6874,positive
1059935746688196609,0.1058,negative
1057317245477703680,1.0000,positive
1059909650596937728,0.0000,negative
1059789527294861312,0.4135,negative
1059792844033007617,0.7222,positive
1058744465760894981,0.3670,negative
1059620224415268864,0.4245,negative
1057410664958963716,0.4159,negative
1059861020766887938,1.0000,positive
1059797812697853952,0.6672,positive
1059934960184901638,0.0000,negative
1059840993367941127,0.3117,negative
1059792051351498753,0.6054,positive
1058345967055966208,0.2297,negative
1058096414205587457,0.8868,positive
1059702770276679681,0.5124,neutral
1059643670549487616,0.3770,negative
1059898214613049344,0.4289,negative
1058615059830706176,0.8512,positive
1059789607015976964,0.2674,negative
1059457063779295232,0.5774,positive
1059772879716450304,0.4066,negative
1059893303125164032,0.4593,neutral
1058711035853619200,0.2674,negative
1057210146194161664,0.6077,positive
1059841385279483905,0.3385,negative
1059933192294187008,0.4773,neutral
1057420694357790720,0.4677,neutral
1059936758673129472,0.5179,neutral
1058288770775171073,0.1552,negative
1058401607245807617,0.4164,negative
1059552228321779713,0.5597,positive
1059793015278059520,0.3031,negative
1059859547618230274,0.5733,positive
1059818858524090374,0.6051,positive
1057726300776005639,0.4468,negative
1058252962030477315,0.7564,positive
1059501141556453376,0.4376,negative
1059800237173280768,0.5630,positive
1057251811856433153,0.4138,negative
1059875818040713217,0.5000,neutral
1059875291395489792,0.4520,neutral
1059869509107019781,0.2662,negative
1059782936512380928,0.3551,negative
1059621024344481792,0.5084,neutral
1059827482948452356,0.8580,positive
1059869010345553921,0.7098,positive
1056628628296007682,0.3634,negative
1058140139808059393,0.5373,neutral
1059665617224130560,0.8871,positive
1058253126585602049,1.0000,positive
1059601585062346752,0.2959,negative
1059955622404386816,0.1867,negative
1059098037627314177,0.5773,positive
1058437217868242948,0.3296,negative
1059805562043539456,0.2500,negative
1059792364078841856,0.5000,neutral
1059783018087415808,0.4931,neutral
1058119213167140864,0.5757,positive
1059902313295417345,0.4895,neutral
1059855853455585280,0.0455,negative
1059944384551116800,0.5003,neutral
1059779732756140032,0.5254,neutral
1058218720118468613,0.3887,negative
1057167299705225219,0.9808,positive
1059788540526125057,0.3936,negative
1057802810950148096,0.1667,negative
1059937567192309760,0.4079,negative
1059609633181052928,0.3764,negative
1059891935723339777,0.7000,positive
1059867192542543872,0.2516,negative
1059882615266783232,0.6646,positive
1059593710655168513,0.4043,negative
1059922459615469568,0.3297,negative
1059819388658946050,0.7873,positive
1059786950624903168,0.0455,negative
1059792198982610944,0.5493,neutral
1059750139546492928,0.3529,negative
1059775969639231488,0.6957,positive
1059835908734836738,0.5494,neutral
1059431551249850369,0.2660,negative
1059815606214688776,0.1894,negative
1059691347995713536,0.1976,negative
1059777657250947073,0.4808,neutral
1059902454496661504,0.5763,positive
1059857364470456320,0.8214,positive
1059909592874921984,0.2122,negative
1059806527580790789,0.6953,positive
1059796641253941249,0.7045,positive
1059787544383111173,0.4013,negative
1059911814413197313,0.4304,negative
1056655342321483777,0.4578,neutral
1059945359223459842,0.4809,neutral
1059810149005750273,0.6113,positive
1059950053014601730,0.5197,neutral
1059615789937016836,0.1552,negative
1057636642297540610,0.4861,neutral
1059789277394022401,0.5032,neutral
1059796695209390080,0.5359,neutral
1059863208490647554,0.4701,neutral
1059848376030822400,0.2811,negative
1059122159161884672,0.5666,positive
1059863760100298752,0.6632,positive
1056700375976292354,0.5461,neutral
1057446099785531393,0.6723,positive
1059936902294441984,0.0652,negative
1059816472963362824,0.7021,positive
1059878627188400129,0.6994,positive
1059612258991509504,0.6694,positive
1057572520486977536,0.8704,positive
1059955617039822853,0.4998,neutral
1059775007579082752,0.2297,negative
1059702162018705409,0.7216,positive
1059877004248539136,0.2561,negative
1059917147336568834,0.4041,negative
1057230261358858240,0.3183,negative
1056817966359199744,0.6283,positive
1059774763575533569,0.4904,neutral
1059766797321297921,0.1970,negative
1057468601295351809,0.6486,positive
1059956215122407426,0.7270,positive
1059871270001692673,0.3311,negative
1059847100442296320,0.6636,positive
1059825118866821120,0.6675,positive
1059921904746876929,0.5565,positive
1058389189060935680,0.2355,negative
1059119545980542981,0.3758,negative
1059608008379039744,0.5076,neutral
1059850464655745026,0.7665,positive
1059786964860170240,0.3740,negative
1058361188713750528,0.4520,neutral
1058204326076866561,0.6111,positive
1059813925066326016,0.5507,positive
1059861759501180929,0.7990,positive
1058542918414282752,0.5000,neutral
1057725477815771136,0.4752,neutral
1059941770878947329,0.2675,negative
1059898337611186176,0.5658,positive
1059769144785227776,0.5051,neutral
1058962098317918208,0.7192,positive
1059610291099574272,0.1551,negative
1059817819435610113,0.4452,negative
1058690286895935488,0.5498,neutral
1059794197442715652,0.2727,negative
1059878869317140480,0.4926,neutral
1059666385973010432,0.5766,positive
1059885179106459648,0.1970,negative
1059805213664649217,0.4886,neutral
1059928640559988736,0.4912,neutral
1059780199527710720,0.2959,negative
1059842340314066944,0.2477,negative
1058526477162045441,0.7229,positive
1059875593146302464,0.5000,neutral
1059903081490595840,0.7703,positive
1059597415815266304,0.3809,negative
1059643636143529984,0.3354,negative
1058157146754424832,0.4779,neutral
1059780564591542277,0.5234,neutral
1056973517563088896,0.4118,negative
1057422145016524800,0.6178,positive
1059814669702045696,0.6090,positive
1059885875037945856,0.5874,positive
1059642605468860417,0.5064,neutral
1058790738706776064,0.2967,negative
1059797387445710848,0.3858,negative
1059838902813499396,0.3214,negative
1058401567794180098,0.4164,negative
1059777060246380544,0.6187,positive
1057783524382724101,0.5047,neutral
1059854310568267776,0.4364,negative
1059782842564132864,0.4039,negative
1057644943815139328,0.5505,positive
1059944218095960065,0.5524,positive
1059909583504859136,0.0000,negative
1059863133102190594,0.9299,positive
1059615458700288000,0.6115,positive
1059269648443760641,0.7417,positive
1057416507922305024,0.1970,negative
1059593503431385088,0.2837,negative
1059842015775637505,0.6211,positive
1059934643921788928,0.3045,negative
1059796107369369600,0.7137,positive
1059616636611764230,0.3755,negative
1059945914650058752,0.4895,neutral
1059937965592535041,0.3184,negative
1059826080146751488,0.5026,neutral
1059789798125244417,0.5358,neutral
1056902413045637120,0.3490,negative
1059906391622725637,0.7523,positive
1059842612264402949,0.3711,negative
1059942125473882112,0.4690,neutral
1059907470615818246,0.6672,positive
1059931697683283969,0.0455,negative
1058252839410053122,0.7799,positive
1057228643045380098,0.0000,negative
1059792887733456899,0.5283,neutral
1059182371205931008,0.6038,positive
1057167354428342272,0.8333,positive
1059913288358727681,0.2595,negative
1057609864397156353,0.2944,negative
1059755248858861568,0.2368,negative
1059789900931891202,0.3899,negative
1059766273670893568,0.3293,negative
1059884192883007490,0.5568,positive
1059279490780663808,0.8226,positive
1058136774990577667,0.6096,positive
1059635718253895682,0.5000,neutral
1059717927841210369,0.5596,positive
1058687113267499008,0.5814,positive
1059925176077443073,0.1356,negative
1058253061938798593,0.8704,positive
1059862801051803648,0.6101,positive
1057041650202144768,0.2427,negative
1057769561762811912,0.2534,negative
1059609108352024578,0.5055,neutral
1056713674390495232,0.2727,negative
1058591534017323008,0.5855,positive
1059804002727194624,0.5565,positive
1059933218118557697,0.3856,negative
1059865343311704065,0.2959,negative
1059786455638261760,0.3916,negative
1059840049058062336,0.3825,negative
1059820556051234817,0.7766,positive
1059802985071558656,0.3630,negative
1059782385959661569,0.4857,neutral
1059803820992151552,0.4402,negative
1059794196092063744,0.4418,negative
1057890584256569344,0.2959,negative
1059626824567869440,0.5970,positive
1059861841650900992,0.6062,positive
1059612528819486720,0.0000,negative
1059415451506274304,0.6353,positive
1059306885021601792,0.3500,negative
1059822824901222401,0.4225,negative
1058202035475173376,0.5627,positive
1059864042720903174,0.6723,positive
1056717078609215496,0.4738,neutral
1058731874485448705,0.1645,negative
1059626301651324928,0.6060,positive
1059794828001710080,0.6310,positive
1057254492981338112,0.7535,positive
1058615020333031424,0.5552,positive
1058759606304948224,0.6412,positive
1059820666113966082,0.2368,negative
1059793731426107393,0.4988,neutral
1057728060081012736,0.6057,positive
1059612610293886976,0.5616,positive
1059798695007412225,0.7445,positive
1059803385585647617,0.4581,neutral
1059944136227385347,0.4553,neutral
1059800085524070401,0.2092,negative
1059914187902730240,0.5172,neutral
1059864435181920256,0.0000,negative
1058422401531297793,0.6319,positive
1057481198237376513,0.5043,neutral
1057048264967667712,0.9954,positive
1059244066947452929,0.4842,neutral
1059864732344242176,0.2930,negative
1059769902045782021,0.3444,negative
1056980874695229446,0.6675,positive
1056907783436673030,0.6157,positive
1059782285833265152,0.7306,positive
1058331375424757760,0.2059,negative
1059791342178570240,0.5158,neutral
1059597010196721665,0.6585,positive
1057422030402920450,0.4964,neutral
1059805119439605760,0.3411,negative
1059653399283687426,0.5000,neutral
1059913727254937601,0.4465,negative
1058050914345512960,0.1667,negative
1059865914009620480,0.9042,positive
1058745762341896192,0.4036,negative
1059801875078434817,0.5000,neutral
1059640002664120320,0.6674,positive
1059835152581488640,0.7059,positive
1057095676352442368,0.7207,positive
1058871467071414272,0.8457,positive
1059933302411419648,0.6062,positive
1059203249373413377,0.1577,negative
1059958044484911104,0.5261,neutral
1059876155254325248,0.8125,positive
1059790643961184261,0.3968,negative
1057110714882625541,0.4582,neutral
1059821742821175299,0.3502,negative
1059886053824364551,0.6428,positive
1059761030392434688,0.3141,negative
1059602972907331584,0.1625,negative
1059838809402171393,0.4202,negative
1059776141114925057,0.7146,positive
1058140398000820224,0.5651,positive
1059835537257840642,0.5000,neutral
1058052941737795584,0.3750,negative
1057013642569441281,0.4340,negative
1059806714374053888,0.4524,neutral
1059798467642568704,0.0504,negative
1059867178101587969,0.4213,negative
1058000121961570304,0.7042,positive
1059654985493950464,0.1187,negative
1059954080842420226,0.5711,positive
1057480303265153024,0.3982,negative
1059787525898809345,0.3918,negative
1058648713646739456,0.6060,positive
1059894462720159746,0.4832,neutral
1059628108272275456,0.5962,positive
1056705411259219968,0.6074,positive
1058730397771669504,0.3815,negative
1058844194146541569,0.5849,positive
1059931038095413248,0.3621,negative
1059876619542761474,0.4561,neutral
1057572641505193985,0.7564,positive
1059923359952199680,0.5533,positive
1059787300694040577,0.3525,negative
1059843377280311298,0.4800,neutral
1058315863248519170,0.4288,negative
1059611666047033344,0.2951,negative
1059920898109648898,0.4719,neutral
1059561112570683398,0.4835,neutral
1059880230020698113,0.5066,neutral
1056692705261244416,0.5852,positive
1059665830336700416,0.5000,neutral
1058321651979444225,0.3390,negative
1059915439357247489,0.3094,negative
1059799983002697728,0.3627,negative
1059898146464169984,0.5019,neutral
1057708861291970560,0.5717,positive
1059801954291982337,0.6081,positive
1059945168655265793,0.6597,positive
1059794000125800448,0.8125,positive
1059938582088089600,0.6636,positive
1059165887662501889,0.5248,neutral
1059825600410669056,0.7703,positive
1059816266784034829,0.4444,negative
1057331440902385664,0.7516,positive
1059849837951229954,0.5328,neutral
1059598317221437441,0.5652,positive
1058808579753426946,0.5761,positive
1059859716694786048,0.7003,positive
1059717911185686528,0.6953,positive
1059820163334320128,0.5268,neutral
1059877896209264640,0.1546,negative
1056746720888061952,0.6417,positive
1059797080720453632,0.7363,positive
1057056481625935873,0.5275,neutral
1059787996457828362,0.6695,positive
1059854550725746689,0.4038,negative
1059860349657202688,0.1875,negative
1059858697260879873,0.4466,negative
1059864484569866241,0.5000,neutral
1059750142742552577,0.2917,negative
1058662452227960834,0.4854,neutral
1059805954521399296,0.3657,negative
1059787262035197953,0.6339,positive
1059635247946579968,0.2646,negative
1059893909814435840,0.3732,negative
1059791108388077569,0.3276,negative
1057774708047970307,0.3317,negative
1059609160445321216,0.0000,negative
1059950027001524225,0.6716,positive
1056993184369311744,0.2302,negative
1059785659433525248,0.3322,negative
1059913755952402434,0.8098,positive
1059917325284065281,0.6871,positive
1057962925204353024,0.5295,neutral
1058837880175497216,0.3576,negative
1059895076082630656,0.6636,positive
1059807390831394817,0.5243,neutral
1059865664930885632,0.5786,positive
1059937708687216641,0.2000,negative
1058013726576664577,0.4098,negative
1059948450438103046,0.5184,neutral
1059827747659309058,0.6141,positive
1059858258104643584,0.5000,neutral
1059810157889249280,0.3232,negative
1059785715804979200,0.7057,positive
1059611708732387328,0.7833,positive
1059794257823830016,0.6290,positive
1059531202942722048,0.5831,positive
1058884421540069378,0.3059,negative
1059124675391971329,0.6792,positive
1058134087506915328,0.4756,neutral
1059852270202994688,0.6979,positive
1059788771086995457,0.5161,neutral
1059800885193256960,0.5017,neutral
1059818222369824768,0.2917,negative
1057046372497719297,0.5464,neutral
1059604108833886209,0.3181,negative
1059817959038824449,0.2666,negative
1059952118549934080,0.0652,negative
1059809733228593152,0.5982,positive
1056955894485921793,0.8050,positive
1059861685165527040,0.2971,negative
1059832825506119681,0.5000,neutral
1059613467425103873,0.4509,neutral
1059849873380573184,0.5356,neutral
1057754117211336707,0.5773,positive
1059852946655993858,0.7564,positive
1059944750164467715,0.5090,neutral
1059643205405290496,0.3642,negative
1059800734861012993,0.6141,positive
1057639201200660480,0.4578,neutral
1057662236972535809,1.0000,positive
1057657841408970753,0.6421,positive
1057603408578928640,0.5773,positive
1059723497453338625,0.4788,neutral
1059765583238123520,0.5267,neutral
1059031355831603200,0.7000,positive
1059793348377145344,0.3995,negative
1059837318507446272,0.3182,negative
1059878572934995969,0.7128,positive
1057195471830204416,0.7227,positive
1059859076203667456,0.4842,neutral
1059941818366902272,0.3197,negative
1058826338646310913,0.5593,positive
1058252880191221760,0.5864,positive
1059957225723183104,0.6373,positive
1059784071742738432,0.5581,positive
1059808262172934144,0.4730,neutral
1059855255637254144,0.7209,positive
1059808836670889985,0.6441,positive
1059792640605069313,0.4434,negative
1059833043207229441,0.3318,negative
1058841286034243584,0.4561,neutral
1059898459912896517,0.3430,negative
1057799491829596161,0.3386,negative
1059784438601654273,0.5715,positive
1059779262247587840,0.5036,neutral
1059755073830637568,0.4162,negative
1058034776949620737,0.6931,positive
1057776341729320963,0.4329,negative
1059933471504785408,0.4617,neutral
1058867801958612996,0.4331,negative
1059418630625091586,0.4932,neutral
1059806495603388416,0.6192,positive
1059625634153070594,0.5185,neutral
1059794972130623490,0.3370,negative
1059820558723047425,0.3187,negative
1059626486355898368,0.7385,positive
1057150413751902209,0.5573,positive
1057240811031662592,0.6353,positive
1059914599171088390,0.7692,positive
1057770765335040001,0.7076,positive
1059787605083127810,0.2561,negative
1059846952236605445,0.3135,negative
1058838732638486534,0.4729,neutral
1059900322582351872,0.3089,negative
1059878875772051456,0.4227,negative
1058142114687664129,0.3348,negative
1059952841429843969,0.4247,negative
1056724573150998533,0.6046,positive
1059880280742346754,0.1363,negative
1059860776733863936,0.3160,negative
1059944341563678721,0.3712,negative
1059835777234952193,0.5151,neutral
1059637320310235137,0.5572,positive
1059819557202866176,0.5132,neutral
1058786838947741701,0.6029,positive
1059872353088356353,0.5756,positive
1059924853699104768,0.4085,negative
1059838840523898880,0.2162,negative
1059866314003623937,0.9348,positive
1059770385225449473,0.3243,negative
1057389382133518336,0.5842,positive
1059790217941602309,0.4030,negative
1059860284683231232,0.3865,negative
1059683543587143680,0.6018,positive
1059866076710866944,0.5175,neutral
1058859231749791746,0.3590,negative
1059794917369749509,0.2768,negative
1059788314562179074,0.1088,negative
1059800152385433601,0.3786,negative
1059817454648614914,0.7890,positive
1058136212064686080,0.2592,negative
1059833696277159936,0.7001,positive
1059628108825931776,0.5819,positive
1059852685355216897,0.5282,neutral
1058001484846190592,0.4924,neutral
1059551165795459073,0.5717,positive
1059501135021662209,0.4376,negative
1059866987814252544,0.5794,positive
1058765838352818177,0.7684,positive
1059626215320047616,0.3783,negative
1057656208029614082,0.5751,positive
1059812031057010689,0.3527,negative
1057928020189691905,0.7102,positive
1059793108752392192,0.6998,positive
1059778532669378561,0.3111,negative
1059806312219852800,0.2859,negative
1059857157288615939,0.7528,positive
1059595210819362816,0.5158,neutral
1059917086468816896,0.6448,positive
1059641933444853760,0.8226,positive
1057255871779086342,0.5773,positive
1059885795547496448,0.6536,positive
1059805790024986625,0.4751,neutral
1059598278482903041,0.5775,positive
1057074691658137600,0.5060,neutral
1057044461153370112,0.3680,negative
1058615077333549056,0.5277,neutral
1059630472773488642,0.4420,negative
1059952353003094019,0.3519,negative
1057989164010999808,0.4751,neutral
1059904547659767809,0.0000,negative
1057791816731451392,0.2196,negative
1059853165309218818,0.6448,positive
1058551598845190145,0.4971,neutral
1058323715929321472,0.2903,negative
1059632981256609792,0.5648,positive
1059820998265106432,1.0000,positive
1058155981761241088,0.6060,positive
1059878741978038272,0.3898,negative
1057995739236913152,0.6152,positive
1059855115589484544,0.6510,positive
1059883726887444480,0.4676,neutral
1059878228507136000,0.5197,neutral
1059946675685519361,0.5000,neutral
1059900778184351744,0.9167,positive
1059809261478383617,0.6141,positive
1059634718952640512,0.6964,positive
1059883502211158016,0.4881,neutral
1059834566536503297,0.5060,neutral
1058694361217724416,0.5149,neutral
1059815903007858688,0.6631,positive
1059796680537792512,0.4728,neutral
1059798596734935040,0.3665,negative
1059805239203844101,0.9012,positive
1059834092219445254,0.6099,positive
1058101426306588673,0.5773,positive
1057050013820481536,0.5089,neutral
1058737031503888385,0.5177,neutral
1059776110068752390,0.7338,positive
1059620837324664832,0.3944,negative
1058068656473567233,0.5806,positive
1059933120571600897,0.5000,neutral
1059891057511620609,0.7286,positive
1059880623719006210,0.3844,negative
1058615118131617792,0.7128,positive
1059916375119069185,0.4748,neutral
1057635396178169856,0.7381,positive
1059804242482028545,0.3213,negative
1059921905510178816,0.0781,negative
1059611293483720704,0.1413,negative
1058334659468247040,0.3627,negative
1059620908191469568,0.1477,negative
1059783368085307397,0.2776,negative
1059812519060127745,0.6316,positive
1058565126046056454,0.3858,negative
1059612165655662592,0.4732,neutral
1059809248337633280,0.2959,negative
1059885994198089729,0.5362,neutral
1059608129665728512,0.6250,positive
1059778559789752320,0.4364,negative
1058087148010774529,0.5815,positive
